"","V1","V2","V3","V4","V5","V6","V7","V8","y"
"1466","I",0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,-1
"1467","I",0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,-1
"1468","I",0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,-1
"1469","I",0.5,0.365,0.125,0.528,0.229,0.103,0.1645,-1
"1470","I",0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,-1
"1471","I",0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,-1
"1472","I",0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,-1
"1473","I",0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,-1
"1474","I",0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,-1
"1475","F",0.575,0.475,0.16,0.895,0.3605,0.221,0.271,-1
"1476","M",0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,-1
"1477","M",0.58,0.47,0.165,1.041,0.54,0.166,0.279,-1
"1478","F",0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,-1
"1479","F",0.585,0.46,0.165,1.058,0.486,0.25,0.294,-1
"1480","F",0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,-1
"1481","F",0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,-1
"1482","M",0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,-1
"1483","F",0.625,0.5,0.175,1.273,0.564,0.302,0.374,-1
"1484","M",0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,-1
"1485","F",0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,-1
"1486","F",0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,-1
"1487","M",0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,-1
"1488","M",0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,-1
"1489","M",0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,-1
"1490","F",0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,-1
"1491","F",0.665,0.5,0.175,1.4355,0.643,0.345,0.37,-1
"1492","I",0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,-1
"1493","I",0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,-1
"1494","I",0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,-1
"1495","I",0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,-1
"1496","I",0.515,0.405,0.13,0.573,0.213,0.134,0.195,-1
"1497","I",0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,-1
"1498","M",0.53,0.41,0.125,0.769,0.346,0.173,0.215,-1
"1499","I",0.555,0.43,0.15,0.783,0.345,0.1755,0.247,-1
"1500","I",0.575,0.45,0.145,0.872,0.4675,0.18,0.217,-1
"1501","I",0.585,0.46,0.14,0.7635,0.326,0.153,0.265,-1
"1502","F",0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,-1
"1503","F",0.63,0.505,0.195,1.306,0.516,0.3305,0.375,-1
"1504","F",0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,-1
"1505","F",0.675,0.53,0.195,1.4985,0.62,0.375,0.425,-1
"1506","M",0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,-1
"1507","I",0.465,0.36,0.105,0.452,0.22,0.159,0.1035,-1
"1508","I",0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,-1
"1509","M",0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,-1
"1510","M",0.51,0.38,0.135,0.681,0.3435,0.142,0.17,-1
"1511","M",0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,-1
"1512","F",0.55,0.415,0.18,1.1655,0.502,0.301,0.311,-1
"1513","M",0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,-1
"1514","F",0.635,0.505,0.17,1.2635,0.512,0.322,0.355,-1
"1515","F",0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,-1
"1516","I",0.515,0.39,0.12,0.565,0.235,0.135,0.179,-1
"1517","I",0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,-1
"1518","M",0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,-1
"1519","M",0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,-1
"1520","I",0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,-1
"1521","M",0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,-1
"1522","F",0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,-1
"1523","I",0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,-1
"1524","M",0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,-1
"1525","I",0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,-1
"1526","M",0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,-1
"1527","I",0.59,0.45,0.125,0.86,0.437,0.1515,0.245,-1
"1528","M",0.625,0.495,0.155,1.177,0.5055,0.278,0.345,-1
"1529","M",0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,-1
"1530","M",0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,-1
"1531","F",0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,-1
"1532","F",0.615,0.455,0.135,1.059,0.4735,0.263,0.274,-1
"1533","M",0.41,0.325,0.1,0.3555,0.146,0.072,0.105,-1
"1534","F",0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,-1
"1535","F",0.57,0.465,0.155,0.9685,0.446,0.261,0.255,-1
"1536","F",0.57,0.44,0.19,1.018,0.447,0.207,0.265,-1
"1537","F",0.49,0.385,0.16,0.656,0.2455,0.171,0.205,-1
"1538","F",0.515,0.4,0.115,0.578,0.191,0.1445,0.17,-1
"1539","M",0.295,0.225,0.09,0.1385,0.048,0.046,0.05,-1
"1540","I",0.29,0.225,0.075,0.152,0.071,0.059,0.045,-1
"1541","F",0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,-1
"1542","I",0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,-1
"1543","I",0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,-1
"1544","I",0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,-1
"1545","M",0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,-1
"1546","F",0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,-1
"1547","M",0.61,0.475,0.15,1.142,0.62,0.237,0.245,-1
"1548","M",0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,-1
"1549","F",0.64,0.525,0.175,1.382,0.646,0.3115,0.37,-1
"1550","M",0.59,0.45,0.16,0.998,0.445,0.214,0.301,-1
"1551","M",0.625,0.495,0.155,1.025,0.46,0.1945,0.34,-1
"1552","M",0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,-1
"1553","F",0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,-1
"1554","M",0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,-1
"1555","F",0.64,0.49,0.18,1.36,0.653,0.347,0.305,-1
"1556","I",0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,-1
"1557","I",0.55,0.435,0.125,0.741,0.348,0.1585,0.206,-1
"1558","I",0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,-1
"1559","M",0.6,0.47,0.13,1.0105,0.423,0.219,0.298,-1
"1560","M",0.61,0.365,0.155,1.0765,0.488,0.249,0.27,-1
"1561","M",0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,-1
"1562","F",0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,-1
"1563","M",0.67,0.525,0.18,1.4915,0.728,0.343,0.381,-1
"1564","F",0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,-1
"1565","F",0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,-1
"1566","M",0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,-1
"1567","F",0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,-1
"1568","M",0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,-1
"1569","F",0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,-1
"1570","M",0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,-1
"1571","I",0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,-1
"1572","I",0.54,0.415,0.135,0.709,0.3195,0.174,0.185,-1
"1573","F",0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,-1
"1574","F",0.615,0.495,0.155,1.0805,0.52,0.19,0.32,-1
"1575","F",0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,-1
"1576","M",0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,-1
"1577","M",0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,-1
"1578","F",0.55,0.415,0.135,0.7635,0.318,0.21,0.2,-1
"1579","F",0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,-1
"1580","I",0.4,0.3,0.11,0.315,0.109,0.067,0.12,-1
"1581","I",0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,-1
"1582","F",0.455,0.355,0.12,0.4495,0.177,0.104,0.15,-1
"1583","M",0.48,0.375,0.145,0.777,0.216,0.13,0.17,-1
"1584","F",0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,-1
"1585","M",0.505,0.41,0.125,0.642,0.289,0.133,0.155,-1
"1586","M",0.595,0.475,0.165,1.213,0.621,0.2435,0.274,-1
"1587","M",0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,-1
"1588","M",0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,-1
"1589","M",0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,-1
"1590","I",0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,-1
"1591","I",0.48,0.37,0.125,0.5435,0.244,0.101,0.165,-1
"1592","I",0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,-1
"1593","I",0.53,0.415,0.13,0.694,0.3905,0.111,0.167,-1
"1594","F",0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,-1
"1595","M",0.59,0.47,0.18,1.187,0.5985,0.227,0.31,-1
"1596","F",0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,-1
"1597","F",0.59,0.465,0.15,1.151,0.613,0.239,0.2515,-1
"1598","F",0.595,0.455,0.16,1.04,0.452,0.2655,0.288,-1
"1599","M",0.63,0.47,0.145,1.1005,0.52,0.26,0.276,-1
"1600","I",0.5,0.375,0.14,0.559,0.2375,0.135,0.169,-1
"1601","I",0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,-1
"1602","M",0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,-1
"1603","F",0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,-1
"1604","I",0.5,0.38,0.11,0.5605,0.28,0.106,0.15,-1
"1605","I",0.56,0.445,0.165,0.832,0.3455,0.179,0.279,-1
"1606","M",0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,-1
"1607","F",0.605,0.455,0.145,0.862,0.334,0.1985,0.3,-1
"1608","M",0.64,0.49,0.155,1.1285,0.477,0.269,0.34,-1
"1609","F",0.62,0.49,0.16,1.056,0.493,0.244,0.2725,-1
"1610","F",0.55,0.47,0.15,0.897,0.377,0.184,0.29,-1
"1611","M",0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,-1
"1612","F",0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,-1
"1613","M",0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,-1
"1614","F",0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,-1
"1615","F",0.545,0.4,0.14,0.778,0.368,0.215,0.18,-1
"1616","M",0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,-1
"1617","M",0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,-1
"1618","F",0.625,0.49,0.155,1.115,0.484,0.277,0.3095,-1
"1619","M",0.65,0.51,0.155,1.407,0.7215,0.298,0.335,-1
"1620","I",0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,-1
"1621","I",0.575,0.455,0.16,0.9895,0.495,0.195,0.246,-1
"1622","M",0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,-1
"1623","F",0.51,0.37,0.21,1.183,0.508,0.292,0.343,-1
"1624","M",0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,-1
"1625","M",0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,-1
"1626","I",0.455,0.355,0.105,0.372,0.138,0.0765,0.135,-1
"1627","I",0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,-1
"1628","F",0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,-1
"1629","F",0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,-1
"1630","M",0.505,0.385,0.11,0.655,0.3185,0.15,0.185,-1
"1631","M",0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,-1
"1632","M",0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,-1
"1633","M",0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,-1
"1634","F",0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,-1
"1635","I",0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,-1
"1636","M",0.545,0.41,0.14,0.737,0.349,0.15,0.212,-1
"1637","I",0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,-1
"1638","M",0.625,0.47,0.15,1.124,0.556,0.2315,0.287,-1
"1639","F",0.575,0.46,0.15,0.927,0.333,0.207,0.2985,-1
"1640","M",0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,-1
"1641","F",0.53,0.41,0.145,0.8255,0.375,0.204,0.245,-1
"1642","M",0.445,0.37,0.125,0.515,0.2495,0.087,0.159,-1
"1643","I",0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,-1
"1644","F",0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,-1
"1645","M",0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,-1
"1646","F",0.57,0.45,0.15,0.9645,0.531,0.189,0.209,-1
"1647","M",0.44,0.365,0.125,0.516,0.2155,0.114,0.155,-1
"1648","M",0.43,0.35,0.11,0.406,0.1675,0.081,0.135,-1
"1649","F",0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,-1
"1650","F",0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,-1
"1651","F",0.44,0.34,0.1,0.451,0.188,0.087,0.13,-1
"1652","I",0.38,0.275,0.1,0.2255,0.08,0.049,0.085,-1
"1653","M",0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,-1
"1654","M",0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,-1
"1655","F",0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,-1
"1656","F",0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,-1
"1657","F",0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,-1
"1658","F",0.6,0.47,0.15,0.922,0.363,0.194,0.305,-1
"1659","M",0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,-1
"1660","F",0.625,0.495,0.165,1.262,0.507,0.318,0.39,-1
"1661","F",0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,-1
"1662","F",0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,-1
"1663","M",0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,-1
"1664","F",0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,-1
"1665","F",0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,-1
"1666","M",0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,-1
"1667","F",0.49,0.38,0.125,0.549,0.245,0.1075,0.174,-1
"1668","M",0.46,0.35,0.12,0.515,0.224,0.108,0.1565,-1
"1669","F",0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,-1
"1670","F",0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,-1
"1671","M",0.515,0.405,0.13,0.722,0.32,0.131,0.21,-1
"1672","F",0.56,0.45,0.16,1.0235,0.429,0.268,0.3,-1
"1673","F",0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,-1
"1674","F",0.63,0.5,0.185,1.383,0.54,0.3315,0.38,-1
"1675","F",0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,-1
"1676","M",0.585,0.46,0.185,0.922,0.3635,0.213,0.285,-1
"1677","F",0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,-1
"1678","M",0.47,0.36,0.135,0.501,0.1665,0.115,0.165,-1
"1679","I",0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,-1
"1680","I",0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,-1
"1681","M",0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,-1
"1682","F",0.535,0.415,0.17,0.879,0.295,0.1965,0.285,-1
"1683","M",0.53,0.435,0.155,0.699,0.288,0.1595,0.205,-1
"1684","F",0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,-1
"1685","M",0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,-1
"1686","M",0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,-1
"1687","F",0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,-1
"1688","F",0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,-1
"1689","M",0.535,0.42,0.145,0.791,0.33,0.189,0.25,-1
"1690","M",0.545,0.425,0.135,0.8445,0.373,0.21,0.235,-1
"1691","M",0.46,0.38,0.135,0.482,0.207,0.1225,0.145,-1
"1692","I",0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,-1
"1693","M",0.475,0.375,0.125,0.593,0.277,0.115,0.18,-1
"1694","F",0.47,0.375,0.125,0.5615,0.252,0.137,0.18,-1
"1695","F",0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,-1
"1696","F",0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,-1
"1697","I",0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,-1
"1698","I",0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,-1
"1699","F",0.41,0.325,0.105,0.3635,0.159,0.077,0.12,-1
"1700","I",0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,-1
"1701","F",0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,-1
"1702","F",0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,-1
"1703","M",0.555,0.45,0.175,0.874,0.3275,0.202,0.305,-1
"1704","I",0.68,0.53,0.185,1.1095,0.439,0.245,0.34,-1
"1705","F",0.49,0.38,0.145,0.6725,0.249,0.181,0.21,-1
"1706","I",0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,-1
"1707","F",0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,-1
"1708","F",0.38,0.29,0.105,0.257,0.099,0.051,0.085,-1
"1709","I",0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,-1
"1710","M",0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,-1
"1711","I",0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,-1
"1712","I",0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,-1
"1713","F",0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,-1
"1714","I",0.52,0.425,0.17,0.6805,0.28,0.174,0.195,-1
"1715","F",0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,-1
"1716","I",0.485,0.37,0.13,0.458,0.181,0.113,0.136,-1
"1717","M",0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,-1
"1718","M",0.345,0.255,0.08,0.169,0.06,0.0425,0.054,-1
"1719","F",0.425,0.335,0.095,0.322,0.1205,0.061,0.125,-1
"1720","M",0.34,0.265,0.085,0.1835,0.077,0.046,0.065,-1
"1721","M",0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,-1
"1722","F",0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,-1
"1723","F",0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,-1
"1724","F",0.395,0.295,0.095,0.2245,0.078,0.054,0.08,-1
"1725","M",0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,-1
"1726","M",0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,-1
"1727","M",0.5,0.375,0.15,0.636,0.2535,0.145,0.19,-1
"1728","M",0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,-1
"1729","F",0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,-1
"1730","M",0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,-1
"1731","M",0.4,0.305,0.085,0.297,0.108,0.0705,0.1,-1
"1732","M",0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,-1
"1733","M",0.445,0.345,0.09,0.3795,0.143,0.074,0.125,-1
"1734","M",0.485,0.355,0.12,0.547,0.215,0.1615,0.14,-1
"1735","M",0.49,0.38,0.14,0.7605,0.245,0.167,0.185,-1
"1736","M",0.515,0.435,0.145,0.8815,0.292,0.206,0.255,-1
"1737","F",0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,-1
"1738","M",0.46,0.34,0.135,0.495,0.1655,0.117,0.185,-1
"1739","M",0.45,0.335,0.125,0.349,0.119,0.1055,0.115,-1
"1740","M",0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,-1
"1741","F",0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,-1
"1742","F",0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,-1
"1743","M",0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,-1
"1744","M",0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,-1
"1745","M",0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,-1
"1746","F",0.595,0.48,0.15,1.11,0.498,0.228,0.33,-1
"1747","F",0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,-1
"1748","F",0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,-1
"1749","F",0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,-1
"1750","F",0.635,0.5,0.15,1.376,0.6495,0.361,0.31,-1
"1751","F",0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,-1
"1752","M",0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,-1
"1753","M",0.57,0.45,0.155,1.1935,0.513,0.21,0.343,-1
"1754","M",0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,-1
"1755","M",0.61,0.475,0.155,1.168,0.554,0.239,0.3295,-1
"1756","F",0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,-1
"1757","M",0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,-1
"1758","F",0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,-1
"1759","M",0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,-1
"1760","M",0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,-1
"1761","F",0.64,0.5,0.175,1.394,0.4935,0.291,0.4,-1
"1762","F",0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,-1
"1763","F",0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,-1
"1764","F",0.645,0.515,0.15,1.212,0.515,0.2055,0.385,-1
"1765","M",0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,-1
"1766","F",0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,-1
"1767","M",0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,-1
"1768","F",0.675,0.57,0.225,1.587,0.739,0.2995,0.435,-1
"1769","M",0.69,0.505,0.2,1.872,0.893,0.4015,0.48,-1
"1770","F",0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,-1
"1771","M",0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,-1
"1772","I",0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,-1
"1773","M",0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,-1
"1774","F",0.575,0.45,0.16,1.068,0.556,0.214,0.2575,-1
"1775","I",0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,-1
"1776","M",0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,-1
"1777","M",0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,-1
"1778","M",0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,-1
"1779","M",0.64,0.515,0.165,1.369,0.632,0.3415,0.358,-1
"1780","F",0.645,0.48,0.17,1.1345,0.528,0.254,0.305,-1
"1781","F",0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,-1
"1782","M",0.685,0.52,0.165,1.519,0.699,0.3685,0.4,-1
"1783","M",0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,-1
"1784","M",0.715,0.535,0.19,1.6755,0.889,0.313,0.42,-1
"1785","F",0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,-1
"1786","F",0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,-1
"1787","I",0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,-1
"1788","I",0.53,0.42,0.155,0.81,0.4725,0.111,0.192,-1
"1789","F",0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,-1
"1790","I",0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,-1
"1791","I",0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,-1
"1792","I",0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,-1
"1793","F",0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,-1
"1794","I",0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,-1
"1795","M",0.57,0.435,0.17,0.873,0.382,0.183,0.2705,-1
"1796","I",0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,-1
"1797","F",0.575,0.42,0.135,0.857,0.461,0.147,0.2125,-1
"1798","M",0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,-1
"1799","M",0.58,0.455,0.135,0.7955,0.405,0.167,0.204,-1
"1800","I",0.585,0.475,0.16,1.0505,0.48,0.234,0.285,-1
"1801","M",0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,-1
"1802","M",0.585,0.47,0.165,1.409,0.8,0.229,0.295,-1
"1803","M",0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,-1
"1804","M",0.59,0.455,0.155,0.8855,0.388,0.188,0.275,-1
"1805","F",0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,-1
"1806","M",0.6,0.475,0.17,1.1315,0.508,0.272,0.309,-1
"1807","F",0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,-1
"1808","M",0.605,0.49,0.14,0.9755,0.419,0.206,0.315,-1
"1809","M",0.61,0.45,0.15,0.871,0.407,0.1835,0.25,-1
"1810","M",0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,-1
"1811","M",0.61,0.48,0.17,1.137,0.4565,0.29,0.347,-1
"1812","M",0.61,0.46,0.16,1,0.494,0.197,0.275,-1
"1813","F",0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,-1
"1814","M",0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,-1
"1815","M",0.615,0.5,0.17,1.054,0.4845,0.228,0.295,-1
"1816","F",0.615,0.475,0.155,1.115,0.484,0.2115,0.355,-1
"1817","M",0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,-1
"1818","F",0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,-1
"1819","I",0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,-1
"1820","M",0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,-1
"1821","M",0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,-1
"1822","M",0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,-1
"1823","M",0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,-1
"1824","F",0.65,0.51,0.17,1.567,0.7245,0.349,0.391,-1
